"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-79.94","43.17","HAMILTON A","6153193","2023-01-01","2023","01","01","","3.9","","1.9","","2.9","","15.1","","0.0","","0.6","","0.0","T","0.6","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2023-01-02","2023","01","02","","4.8","","-1.2","","1.8","","16.2","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2023-01-03","2023","01","03","","3.1","","0.2","","1.7","","16.3","","0.0","","4.8","","0.0","","4.8","","","","5","","51",""
"-79.94","43.17","HAMILTON A","6153193","2023-01-04","2023","01","04","","3.0","","2.1","","2.6","","15.4","","0.0","","16.6","","0.0","","16.6","","","","5","","60",""
"-79.94","43.17","HAMILTON A","6153193","2023-01-05","2023","01","05","","3.6","","1.0","","2.3","","15.7","","0.0","","0.4","","0.0","","0.4","","","","22","","36",""
"-79.94","43.17","HAMILTON A","6153193","2023-01-06","2023","01","06","","2.1","","0.5","","1.3","","16.7","","0.0","","0.0","","0.0","T","0.0","T","","","25","","33",""
"-79.94","43.17","HAMILTON A","6153193","2023-01-07","2023","01","07","","2.4","","-5.6","","-1.6","","19.6","","0.0","","0.0","","0.0","T","0.0","T","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2023-01-08","2023","01","08","","-2.3","","-5.2","","-3.8","","21.8","","0.0","","0.0","","0.0","T","0.0","T","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2023-01-09","2023","01","09","","2.7","","-3.4","","-0.4","","18.4","","0.0","","0.0","","0.0","T","0.0","T","","","25","","51",""
"-79.94","43.17","HAMILTON A","6153193","2023-01-10","2023","01","10","","0.8","","-1.9","","-0.6","","18.6","","0.0","","0.0","","0.0","T","0.0","T","","","7","","32",""
"-79.94","43.17","HAMILTON A","6153193","2023-01-11","2023","01","11","","0.1","","-3.4","","-1.7","","19.7","","0.0","","0.0","T","0.0","","0.0","T","","","7","","37",""
"-79.94","43.17","HAMILTON A","6153193","2023-01-12","2023","01","12","","4.8","","0.0","","2.4","","15.6","","0.0","","3.0","","4.0","","7.0","","4","E","3","","45",""
"-79.94","43.17","HAMILTON A","6153193","2023-01-13","2023","01","13","","0.3","","-7.6","","-3.7","","21.7","","0.0","","0.0","","4.2","","4.2","","6","","36","","51",""
"-79.94","43.17","HAMILTON A","6153193","2023-01-14","2023","01","14","","","M","","M","","M","","M","","M","0.0","","0.0","T","0.0","T","8","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2023-01-15","2023","01","15","","-3.0","","-15.7","","-9.4","","27.4","","0.0","","0.0","","0.0","","0.0","","6","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2023-01-16","2023","01","16","","0.2","","-8.2","","-4.0","","22.0","","0.0","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2023-01-17","2023","01","17","","","M","","M","","M","","M","","M","4.4","","0.0","","4.4","","5","","24","","34",""
"-79.94","43.17","HAMILTON A","6153193","2023-01-18","2023","01","18","","3.7","","0.6","","2.2","","15.8","","0.0","","0.0","","0.0","","0.0","","0","T","26","","42",""
"-79.94","43.17","HAMILTON A","6153193","2023-01-19","2023","01","19","","2.1","","0.6","","1.4","","16.6","","0.0","","5.7","","0.0","T","5.7","","0","T","6","","48",""
"-79.94","43.17","HAMILTON A","6153193","2023-01-20","2023","01","20","","3.3","","-1.2","","1.1","","16.9","","0.0","","3.2","","0.0","T","3.2","","","","28","","46",""
"-79.94","43.17","HAMILTON A","6153193","2023-01-21","2023","01","21","","-0.2","","-1.6","","-0.9","","18.9","","0.0","","0.0","","0.0","","0.0","","","","23","","33",""
"-79.94","43.17","HAMILTON A","6153193","2023-01-22","2023","01","22","","0.0","","-1.7","","-0.9","","18.9","","0.0","","0.0","","5.3","","5.3","","2","E","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2023-01-23","2023","01","23","","0.6","","-2.7","","-1.1","","19.1","","0.0","","0.0","","0.0","T","0.0","T","5","","23","","56",""
"-79.94","43.17","HAMILTON A","6153193","2023-01-24","2023","01","24","","1.3","","-4.8","","-1.8","","19.8","","0.0","","0.0","","0.0","T","0.0","T","5","","23","","56",""
"-79.94","43.17","HAMILTON A","6153193","2023-01-25","2023","01","25","","1.4","","-3.8","","-1.2","","19.2","","0.0","","0.0","","17.2","","17.2","","2","","5","","52",""
"-79.94","43.17","HAMILTON A","6153193","2023-01-26","2023","01","26","","0.9","","-5.4","","-2.3","","20.3","","0.0","","0.0","","2.3","","2.3","","16","","29","","49",""
"-79.94","43.17","HAMILTON A","6153193","2023-01-27","2023","01","27","","1.5","","-5.0","","-1.8","","19.8","","0.0","","0.0","","0.5","","0.5","","16","","19","","60",""
"-79.94","43.17","HAMILTON A","6153193","2023-01-28","2023","01","28","","1.9","","-2.7","","-0.4","","18.4","","0.0","","0.0","","0.0","T","0.0","T","16","","24","","55",""
"-79.94","43.17","HAMILTON A","6153193","2023-01-29","2023","01","29","","2.8","","-6.9","","-2.1","","20.1","","0.0","","1.3","","1.6","","2.9","","15","","7","","33",""
"-79.94","43.17","HAMILTON A","6153193","2023-01-30","2023","01","30","","-2.7","","-8.9","","-5.8","","23.8","","0.0","","0.0","","0.4","","0.4","","8","","28","","33",""
"-79.94","43.17","HAMILTON A","6153193","2023-01-31","2023","01","31","","-7.3","","-14.2","","-10.8","","28.8","","0.0","","0.0","","0.0","","0.0","","8","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2023-02-01","2023","02","01","","","M","","M","","M","","M","","M","0.0","","0.0","T","0.0","T","7","","23","","42",""
"-79.94","43.17","HAMILTON A","6153193","2023-02-02","2023","02","02","","0.2","","-10.4","","-5.1","","23.1","","0.0","","0.0","","0.2","","0.0","T","7","","23","","64",""
"-79.94","43.17","HAMILTON A","6153193","2023-02-03","2023","02","03","","","M","","M","","M","","M","","M","0.0","","0.4","","0.3","","7","","31","","50",""
"-79.94","43.17","HAMILTON A","6153193","2023-02-04","2023","02","04","","-1.1","","-19.4","","-10.3","","28.3","","0.0","","0.0","","0.2","","0.0","T","7","","21","","52",""
"-79.94","43.17","HAMILTON A","6153193","2023-02-05","2023","02","05","","4.0","","-1.2","","1.4","","16.6","","0.0","","0.0","T","0.0","","0.0","T","7","","24","","59",""
"-79.94","43.17","HAMILTON A","6153193","2023-02-06","2023","02","06","","2.0","","-2.7","","-0.4","","18.4","","0.0","","0.0","T","0.0","","0.0","T","5","","33","","33",""
"-79.94","43.17","HAMILTON A","6153193","2023-02-07","2023","02","07","","6.9","","-3.4","","1.8","","16.2","","0.0","","0.0","T","0.0","","0.0","T","4","","23","","49",""
"-79.94","43.17","HAMILTON A","6153193","2023-02-08","2023","02","08","","6.3","","-2.3","","2.0","","16.0","","0.0","","0.0","","0.0","","0.0","","2","","25","","35",""
"-79.94","43.17","HAMILTON A","6153193","2023-02-09","2023","02","09","","7.4","","-2.5","","2.5","","15.5","","0.0","","28.8","","0.0","","28.8","","0","T","24","","77",""
"-79.94","43.17","HAMILTON A","6153193","2023-02-10","2023","02","10","","3.8","","-2.0","","0.9","","17.1","","0.0","","0.2","","0.0","T","0.2","","0","T","25","","58",""
"-79.94","43.17","HAMILTON A","6153193","2023-02-11","2023","02","11","","1.9","","-2.4","","-0.3","","18.3","","0.0","","0.0","","0.0","T","0.0","T","0","T","28","","41",""
"-79.94","43.17","HAMILTON A","6153193","2023-02-12","2023","02","12","","7.7","","-4.6","","1.6","","16.4","","0.0","","0.0","","0.0","","0.0","","0","T","23","","34",""
"-79.94","43.17","HAMILTON A","6153193","2023-02-13","2023","02","13","","8.8","","-4.2","","2.3","","15.7","","0.0","","0.0","","0.0","","0.0","","0","T","27","","55",""
"-79.94","43.17","HAMILTON A","6153193","2023-02-14","2023","02","14","","8.9","","-4.9","","2.0","","16.0","","0.0","","0.0","","0.0","","0.0","","0","T","19","","33",""
"-79.94","43.17","HAMILTON A","6153193","2023-02-15","2023","02","15","","15.2","","2.7","","9.0","","9.0","","0.0","","0.2","","0.0","","0.2","","0","T","24","","94",""
"-79.94","43.17","HAMILTON A","6153193","2023-02-16","2023","02","16","","4.7","","-0.7","","2.0","","16.0","","0.0","","2.5","","0.0","","2.5","","","","6","","51",""
"-79.94","43.17","HAMILTON A","6153193","2023-02-17","2023","02","17","","0.1","","-8.7","","-4.3","","22.3","","0.0","","3.8","","0.4","","4.2","","0","T","3","","48",""
"-79.94","43.17","HAMILTON A","6153193","2023-02-18","2023","02","18","","2.5","","-9.0","","-3.3","","21.3","","0.0","","0.0","","0.0","","0.0","","0","T","21","","59",""
"-79.94","43.17","HAMILTON A","6153193","2023-02-19","2023","02","19","","9.5","","0.2","","4.9","","13.1","","0.0","","0.0","","0.0","","0.0","","","","24","","77",""
"-79.94","43.17","HAMILTON A","6153193","2023-02-20","2023","02","20","","5.9","","-2.7","","1.6","","16.4","","0.0","","0.0","","0.0","","0.0","","","","32","","32",""
"-79.94","43.17","HAMILTON A","6153193","2023-02-21","2023","02","21","","6.6","","-4.3","","1.2","","16.8","","0.0","","0.0","","0.0","T","0.0","T","","","28","","66",""
"-79.94","43.17","HAMILTON A","6153193","2023-02-22","2023","02","22","","-1.1","","-4.5","","-2.8","","20.8","","0.0","","15.0","","14.6","","30.2","","0","T","6","","78",""
"-79.94","43.17","HAMILTON A","6153193","2023-02-23","2023","02","23","","1.8","","-8.1","","-3.2","","21.2","","0.0","","1.5","","2.2","","3.7","","14","","4","","71",""
"-79.94","43.17","HAMILTON A","6153193","2023-02-24","2023","02","24","","","M","","M","","M","","M","","M","0.0","","0.0","T","0.0","T","9","","29","","49",""
"-79.94","43.17","HAMILTON A","6153193","2023-02-25","2023","02","25","","-2.5","","-10.1","","-6.3","","24.3","","0.0","","0.0","","0.9","","0.9","","8","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2023-02-26","2023","02","26","","","M","","M","","M","","M","","M","","M","","","","M","8","","","","",""
"-79.94","43.17","HAMILTON A","6153193","2023-02-27","2023","02","27","","0.2","","-9.1","","-4.5","","22.5","","0.0","","1.6","","12.4","","14.0","","7","","4","","61",""
"-79.94","43.17","HAMILTON A","6153193","2023-02-28","2023","02","28","","0.8","","-2.9","","-1.1","","19.1","","0.0","","0.2","","0.2","","0.4","","19","","26","","54",""
"-79.94","43.17","HAMILTON A","6153193","2023-03-01","2023","03","01","","2.3","","-2.8","","-0.3","","18.3","","0.0","","0.0","","0.0","","0.0","","15","","6","","44",""
"-79.94","43.17","HAMILTON A","6153193","2023-03-02","2023","03","02","","4.0","","-3.2","","0.4","","17.6","","0.0","","0.0","","0.0","","0.0","","13","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2023-03-03","2023","03","03","","0.9","","-4.9","","-2.0","","20.0","","0.0","","5.4","","10.5","","15.9","","7","","6","","74",""
"-79.94","43.17","HAMILTON A","6153193","2023-03-04","2023","03","04","","4.2","","-1.3","","1.5","","16.5","","0.0","","0.0","","6.0","","6.0","","13","","5","","53",""
"-79.94","43.17","HAMILTON A","6153193","2023-03-05","2023","03","05","","4.8","","-4.5","","0.2","","17.8","","0.0","","0.0","","0.0","","0.0","","11","","28","","32",""
"-79.94","43.17","HAMILTON A","6153193","2023-03-06","2023","03","06","","","M","","M","","M","","M","","M","0.0","","0.0","T","0.0","T","10","","5","","45",""
"-79.94","43.17","HAMILTON A","6153193","2023-03-07","2023","03","07","","2.1","","-3.7","","-0.8","","18.8","","0.0","","0.0","","0.0","","0.0","","9","","33","","53",""
"-79.94","43.17","HAMILTON A","6153193","2023-03-08","2023","03","08","","3.1","","-5.0","","-1.0","","19.0","","0.0","","0.0","","0.0","","0.0","","7","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2023-03-09","2023","03","09","","3.6","","-7.1","","-1.8","","19.8","","0.0","","0.0","","0.0","","0.0","","7","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2023-03-10","2023","03","10","","-0.2","","-3.1","","-1.7","","19.7","","0.0","","0.0","","15.0","","15.0","","6","","5","","69",""
"-79.94","43.17","HAMILTON A","6153193","2023-03-11","2023","03","11","","-0.7","","-7.0","","-3.9","","21.9","","0.0","","0.0","","1.8","","1.8","","19","","36","","34",""
"-79.94","43.17","HAMILTON A","6153193","2023-03-12","2023","03","12","","-0.7","","-4.7","","-2.7","","20.7","","0.0","","0.0","","1.0","","1.0","","17","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2023-03-13","2023","03","13","","","M","","M","","M","","M","","M","0.0","","0.2","","0.2","","17","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2023-03-14","2023","03","14","","-1.6","","-6.2","","-3.9","","21.9","","0.0","","0.0","","0.0","T","0.0","T","17","","33","","50",""
"-79.94","43.17","HAMILTON A","6153193","2023-03-15","2023","03","15","","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","16","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2023-03-16","2023","03","16","","8.2","","-3.3","","2.5","","15.5","","0.0","","3.6","","0.0","","3.6","","14","","21","","36",""
"-79.94","43.17","HAMILTON A","6153193","2023-03-17","2023","03","17","","6.5","","-0.5","","3.0","","15.0","","0.0","","8.0","","0.0","","8.0","","4","","27","","60",""
"-79.94","43.17","HAMILTON A","6153193","2023-03-18","2023","03","18","","0.4","","-6.6","","-3.1","","21.1","","0.0","","0.0","","0.0","T","0.0","T","2","","24","","82",""
"-79.94","43.17","HAMILTON A","6153193","2023-03-19","2023","03","19","","0.2","","-7.4","","-3.6","","21.6","","0.0","","0.0","","4.4","","4.4","","5","","26","","55",""
"-79.94","43.17","HAMILTON A","6153193","2023-03-20","2023","03","20","","4.4","","-2.6","","0.9","","17.1","","0.0","","0.0","","0.0","","0.0","","1","","23","","64",""
"-79.94","43.17","HAMILTON A","6153193","2023-03-21","2023","03","21","","","M","","M","","M","","M","","M","0.0","T","0.0","","0.0","T","0","T","22","","31",""
"-79.94","43.17","HAMILTON A","6153193","2023-03-22","2023","03","22","","8.7","","0.4","","4.6","","13.4","","0.0","","2.2","","0.0","","2.2","","0","T","21","","31",""
"-79.94","43.17","HAMILTON A","6153193","2023-03-23","2023","03","23","","9.4","","-1.2","","4.1","","13.9","","0.0","","6.8","","0.0","","6.8","","0","T","33","","35",""
"-79.94","43.17","HAMILTON A","6153193","2023-03-24","2023","03","24","","5.8","","-2.2","","1.8","","16.2","","0.0","","0.0","","0.0","","0.0","","0","T","6","","39",""
"-79.94","43.17","HAMILTON A","6153193","2023-03-25","2023","03","25","","11.6","","0.0","","5.8","","12.2","","0.0","","15.7","","0.0","T","15.7","","0","T","24","","103",""
"-79.94","43.17","HAMILTON A","6153193","2023-03-26","2023","03","26","","10.0","","0.5","","5.3","","12.7","","0.0","","0.0","","0.0","T","0.0","T","0","T","27","","68",""
"-79.94","43.17","HAMILTON A","6153193","2023-03-27","2023","03","27","","3.8","","-0.2","","1.8","","16.2","","0.0","","2.8","","0.0","","2.8","","0","T","5","","47",""
"-79.94","43.17","HAMILTON A","6153193","2023-03-28","2023","03","28","","7.6","","-2.3","","2.7","","15.3","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2023-03-29","2023","03","29","","8.2","","-5.6","","1.3","","16.7","","0.0","","0.0","","2.6","","2.6","","2","E","24","","82",""
"-79.94","43.17","HAMILTON A","6153193","2023-03-30","2023","03","30","","3.1","","-8.7","","-2.8","","20.8","","0.0","","0.0","","0.0","","0.0","","","","17","","36",""
"-79.94","43.17","HAMILTON A","6153193","2023-03-31","2023","03","31","","9.5","","-1.2","","4.2","","13.8","","0.0","","31.2","","0.0","","31.2","","","","19","","33",""
"-79.94","43.17","HAMILTON A","6153193","2023-04-01","2023","04","01","","13.3","","-2.3","","5.5","","12.5","","0.0","","19.1","","0.0","","19.1","","","","23","","58",""
"-79.94","43.17","HAMILTON A","6153193","2023-04-02","2023","04","02","","4.3","","-5.1","","-0.4","","18.4","","0.0","","0.0","","0.0","","0.0","","","","33","","44",""
"-79.94","43.17","HAMILTON A","6153193","2023-04-03","2023","04","03","","15.1","","-1.5","","6.8","","11.2","","0.0","","3.0","","0.0","","3.0","","","","23","","47",""
"-79.94","43.17","HAMILTON A","6153193","2023-04-04","2023","04","04","","9.5","","4.1","","6.8","","11.2","","0.0","","15.9","","0.0","","15.9","","","","7","","50",""
"-79.94","43.17","HAMILTON A","6153193","2023-04-05","2023","04","05","","14.7","","2.7","","8.7","","9.3","","0.0","","15.6","","0.0","","15.6","","","","32","","62",""
"-79.94","43.17","HAMILTON A","6153193","2023-04-06","2023","04","06","","14.4","","2.9","","8.7","","9.3","","0.0","","0.0","","0.0","","0.0","","","","28","","45",""
"-79.94","43.17","HAMILTON A","6153193","2023-04-07","2023","04","07","","6.0","","-3.9","","1.1","","16.9","","0.0","","0.0","","0.0","","0.0","","","","29","","40",""
"-79.94","43.17","HAMILTON A","6153193","2023-04-08","2023","04","08","","8.0","","-5.3","","1.4","","16.6","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2023-04-09","2023","04","09","","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2023-04-10","2023","04","10","","18.6","","-1.3","","8.7","","9.3","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2023-04-11","2023","04","11","","21.6","","2.3","","12.0","","6.0","","0.0","","0.0","","0.0","","0.0","","","","28","","53",""
"-79.94","43.17","HAMILTON A","6153193","2023-04-12","2023","04","12","","26.0","","10.2","","18.1","","0.0","","0.1","","0.0","","0.0","","0.0","","","","23","","54",""
"-79.94","43.17","HAMILTON A","6153193","2023-04-13","2023","04","13","","27.8","","12.5","","20.2","","0.0","","2.2","","0.0","","0.0","","0.0","","","","23","","47",""
"-79.94","43.17","HAMILTON A","6153193","2023-04-14","2023","04","14","","27.6","","7.6","","17.6","","0.4","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2023-04-15","2023","04","15","","23.6","","10.6","","17.1","","0.9","","0.0","","0.0","","0.0","","0.0","","","","2","","39",""
"-79.94","43.17","HAMILTON A","6153193","2023-04-16","2023","04","16","","26.1","","7.2","","16.7","","1.3","","0.0","","5.8","","0.0","","5.8","","","","26","","64",""
"-79.94","43.17","HAMILTON A","6153193","2023-04-17","2023","04","17","","7.5","","1.5","","4.5","","13.5","","0.0","","1.0","","0.0","","1.0","","","","21","","57",""
"-79.94","43.17","HAMILTON A","6153193","2023-04-18","2023","04","18","","4.2","","0.6","","2.4","","15.6","","0.0","","0.0","","0.6","","0.6","","","","26","","49",""
"-79.94","43.17","HAMILTON A","6153193","2023-04-19","2023","04","19","","9.3","","0.3","","4.8","","13.2","","0.0","","0.0","","0.0","T","0.0","T","","","27","","41",""
"-79.94","43.17","HAMILTON A","6153193","2023-04-20","2023","04","20","","8.7","","2.6","","5.7","","12.3","","0.0","","0.4","","0.0","","0.4","","","","6","","53",""
"-79.94","43.17","HAMILTON A","6153193","2023-04-21","2023","04","21","","23.8","","3.9","","13.9","","4.1","","0.0","","8.8","","0.0","","8.8","","","","27","","49",""
"-79.94","43.17","HAMILTON A","6153193","2023-04-22","2023","04","22","","11.1","","4.5","","7.8","","10.2","","0.0","","19.2","","0.0","","19.2","","","","23","","41",""
"-79.94","43.17","HAMILTON A","6153193","2023-04-23","2023","04","23","","8.8","","2.6","","5.7","","12.3","","0.0","","0.6","","0.0","","0.6","","","","26","","35",""
"-79.94","43.17","HAMILTON A","6153193","2023-04-24","2023","04","24","","8.2","","2.0","","5.1","","12.9","","0.0","","1.1","","0.0","","1.1","","","","31","","36",""
"-79.94","43.17","HAMILTON A","6153193","2023-04-25","2023","04","25","","9.8","","-0.2","","4.8","","13.2","","0.0","","0.0","T","0.0","","0.0","T","","","24","","40",""
"-79.94","43.17","HAMILTON A","6153193","2023-04-26","2023","04","26","","9.8","","-0.8","","4.5","","13.5","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2023-04-27","2023","04","27","","12.1","","-1.8","","5.2","","12.8","","0.0","","0.0","","0.0","","0.0","","","","5","","39",""
"-79.94","43.17","HAMILTON A","6153193","2023-04-28","2023","04","28","","9.5","","4.0","","6.8","","11.2","","0.0","","10.0","","0.0","","10.0","","","","5","","40",""
"-79.94","43.17","HAMILTON A","6153193","2023-04-29","2023","04","29","","13.8","","5.9","","9.9","","8.1","","0.0","","4.0","","0.0","","4.0","","","","22","","40",""
